PeakID (cmd=annotatePeaks.pl /hpc/users/divagt01/watanabe/Divagar/ChIP_seq_files/consensus_peaks_files/shared_peaks.bed hg38 -annStats shared_peaks_stats.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3933	chr9	122093299	122093484	+	0	NA	exon (NM_001139442, exon 1 of 9)	exon (NM_001139442, exon 1 of 9)	215	NM_001139442	158135	Hs.438937	NM_194252	ENSG00000175764	TTLL11	C9orf20|bA244O19.1	tubulin tyrosine ligase like 11	protein-coding
185	chr1	43707163	43707274	+	0	NA	promoter-TSS (NM_174963)	promoter-TSS (NM_174963)	123	NR_033827	100132774	Hs.655569	NR_033827		KDM4A-AS1	-	KDM4A antisense RNA 1	ncRNA
1192	chr15	40569364	40569422	+	0	NA	promoter-TSS (NM_001286407)	promoter-TSS (NM_001286407)	100	NM_001286407	27079	Hs.173311	NM_152260	ENSG00000166133	RPUSD2	C15orf19|C18B11|PUS9	RNA pseudouridine synthase domain containing 2	protein-coding
566	chr10	73252491	73252840	+	0	NA	promoter-TSS (NR_134459)	promoter-TSS (NR_134459)	28	NM_016065	51021	Hs.180312	NM_016065	ENSG00000182180	MRPS16	CGI-132|COXPD2|MRP-S16|RPMS16	mitochondrial ribosomal protein S16	protein-coding
2492	chr20	25248142	25248438	+	0	NA	exon (NM_002862, exon 1 of 20)	exon (NM_002862, exon 1 of 20)	220	NM_002862	5834	Hs.368157	NM_002862	ENSG00000100994	PYGB	GPBB	glycogen phosphorylase B	protein-coding
1620	chr17	42659400	42659436	+	0	NA	5' UTR (NM_016437, exon 1 of 11)	5' UTR (NM_016437, exon 1 of 11)	170	NM_001320509	27175	Hs.279669	NM_016437	ENSG00000037042	TUBG2	-	tubulin gamma 2	protein-coding
1573	chr17	35578459	35578922	+	0	NA	promoter-TSS (NM_000286)	promoter-TSS (NM_000286)	-53	NM_000286	5193	Hs.591190	NM_000286	ENSG00000108733	PEX12	PAF-3|PBD3A	peroxisomal biogenesis factor 12	protein-coding
3484	chr7	44573718	44573975	+	0	NA	exon (NM_019082, exon 1 of 14)	exon (NM_019082, exon 1 of 14)	692	NM_019082	54606	Hs.654762	NM_019082	ENSG00000136271	DDX56	DDX21|DDX26|NOH61	DEAD-box helicase 56	protein-coding
49	chr1	11059178	11059826	+	0	NA	intron (NM_003132, intron 1 of 7)	CpG-434	532	NM_003132	6723	Hs.76244	NM_003132	ENSG00000116649	SRM	PAPT|SPDSY|SPS1|SRML1	spermidine synthase	protein-coding
3653	chr7	151087130	151087996	+	0	NA	intron (NM_001042535, intron 1 of 8)	CpG	1141	NM_001350102	116988	Hs.647075	NM_031946	ENSG00000133612	AGAP3	AGAP-3|CENTG3|CRAG|MRIP-1|cnt-g3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	protein-coding
2771	chr3	49358305	49358773	+	0	NA	promoter-TSS (NM_001329503)	promoter-TSS (NM_001329503)	61	NM_001329503	2876	Hs.76686	NM_000581	ENSG00000233276	GPX1	GPXD|GSHPX1	glutathione peroxidase 1	protein-coding
677	chr11	46846077	46846353	+	0	NA	promoter-TSS (NR_038909)	promoter-TSS (NR_038909)	93	NM_014756	9793	Hs.201253	NM_014756	ENSG00000175216	CKAP5	CHTOG|MSPS|TOG|TOGp|ch-TOG	cytoskeleton associated protein 5	protein-coding
3313	chr6	42452549	42453023	+	0	NA	promoter-TSS (NM_033502)	promoter-TSS (NM_033502)	-735	NM_001297573	55809	Hs.485392	NM_018415	ENSG00000124496	TRERF1	BCAR2|HSA277276|RAPA|TREP132|TReP-132|dJ139D8.5	transcriptional regulating factor 1	protein-coding
2651	chr22	22666620	22666865	+	0	NA	Intergenic	Intergenic	20430	NM_199127	91227	Hs.450000	NM_080839	ENSG00000100121	GGTLC2	GGTL4	gamma-glutamyltransferase light chain 2	protein-coding
665	chr11	32892269	32892625	+	0	NA	promoter-TSS (NM_001076786)	promoter-TSS (NM_001076786)	-731	NM_001076786	79832	Hs.369368	NM_024774	ENSG00000060749	QSER1	-	glutamine and serine rich 1	protein-coding
3773	chr8	140634436	140634610	+	0	NA	intron (NM_001164623, intron 1 of 17)	(GGTGCCA)n|Simple_repeat|Simple_repeat	1023	NM_012154	27161	Hs.660189	NM_012154	ENSG00000123908	AGO2	CASC7|EIF2C2|LINC00980|PPD|Q10	argonaute RISC catalytic component 2	protein-coding
397	chr1	178093352	178093666	+	0	NA	promoter-TSS (NM_170692)	promoter-TSS (NM_170692)	-220	NM_170692	9462	Hs.496139	NM_004841	ENSG00000075391	RASAL2	NGAP	RAS protein activator like 2	protein-coding
631	chr11	809247	810148	+	0	NA	promoter-TSS (NM_001004)	promoter-TSS (NM_001004)	-239	NM_001004	6181	Hs.437594	NM_001004	ENSG00000177600	RPLP2	D11S2243E|LP2|P2|RPP2	ribosomal protein lateral stalk subunit P2	protein-coding
1062	chr13	75549367	75549759	+	0	NA	promoter-TSS (NM_001287394)	promoter-TSS (NM_001287394)	83	NM_001270952	7347	Hs.162241	NM_006002	ENSG00000118939	UCHL3	UCH-L3	ubiquitin C-terminal hydrolase L3	protein-coding
2311	chr2	73234060	73234835	+	0	NA	intron (NM_001009570, intron 1 of 6)	CpG-16154	211	NR_029402	10574	Hs.368149	NM_006429	ENSG00000135624	CCT7	CCTETA|CCTH|NIP7-1|TCP1ETA	chaperonin containing TCP1 subunit 7	protein-coding
3089	chr5	36241822	36242301	+	0	NA	promoter-TSS (NM_001287340)	promoter-TSS (NM_001287340)	218	NM_153013	133686	Hs.81907	NM_153013	ENSG00000152620	NADK2	C5orf33|DECRD|MNADK|NADKD1	NAD kinase 2, mitochondrial	protein-coding
2629	chr22	19291964	19292247	+	0	NA	promoter-TSS (NM_001835)	promoter-TSS (NM_001835)	-389	NM_001835	8218	Hs.368266	NM_001835	ENSG00000070371	CLTCL1	CHC22|CLH22|CLTCL|CLTD	clathrin heavy chain like 1	protein-coding
318	chr1	153967262	153968042	+	0	NA	promoter-TSS (NR_045658)	promoter-TSS (NR_045658)	80	NM_014437	27173	Hs.7854	NM_014437	ENSG00000143570	SLC39A1	ZIP1|ZIRTL	solute carrier family 39 member 1	protein-coding
3828	chr9	14693246	14693552	+	0	NA	non-coding (NR_148714, exon 1 of 11)	non-coding (NR_148714, exon 1 of 11)	147	NM_001354126	340481	Hs.649522	NM_178566	ENSG00000175893	ZDHHC21	DHHC-21|DHHC21|DNZ1|HSPC097	zinc finger DHHC-type containing 21	protein-coding
60	chr1	16613525	16614032	+	0	NA	promoter-TSS (NM_017940)	promoter-TSS (NM_017940)	-173	NM_017940	55672	Hs.467587	NM_017940	ENSG00000219481	NBPF1	AB13|AB14|AB23|AD2|NBG|NBPF	NBPF member 1	protein-coding
2005	chr19	18282275	18282593	+	0	NA	promoter-TSS (NM_005354)	promoter-TSS (NM_005354)	357	NR_036155	100422833		NR_036155	ENSG00000267959	MIR3188	mir-3188	microRNA 3188	ncRNA
954	chr12	110468519	110469370	+	0	NA	promoter-TSS (NM_001164373)	promoter-TSS (NM_001164373)	-223	NM_001164372	51184	Hs.634680	NM_016301	ENSG00000111231	GPN3	ATPBD1C	GPN-loop GTPase 3	protein-coding
1397	chr16	48156642	48156997	+	0	NA	Intergenic	Intergenic	-10049	NM_033226	94160	Hs.410111	NM_033226	ENSG00000140798	ABCC12	MRP9	ATP binding cassette subfamily C member 12	protein-coding
2854	chr3	142578348	142579009	+	0	NA	exon (NM_001184, exon 1 of 47)	exon (NM_001184, exon 1 of 47)	148	NM_001184	545	Hs.271791	NM_001184	ENSG00000175054	ATR	FCTCS|FRP1|MEC1|SCKL|SCKL1	ATR serine/threonine kinase	protein-coding
2672	chr22	29553675	29553938	+	0	NA	promoter-TSS (NM_003678)	promoter-TSS (NM_003678)	-59	NM_001002877	8563	Hs.75361	NM_003678	ENSG00000100296	THOC5	C22orf19|Fmip|PK1.3|fSAP79	THO complex 5	protein-coding
3283	chr6	32971622	32971872	+	0	NA	5' UTR (NM_005104, exon 2 of 13)	5' UTR (NM_005104, exon 2 of 13)	152	NM_001199455	6046	Hs.75243	NM_005104	ENSG00000204256	BRD2	BRD2-IT1|D6S113E|FSH|FSRG1|NAT|O27.1.1|RING3|RNF3	bromodomain containing 2	protein-coding
2515	chr20	45890320	45890586	+	0	NA	exon (NM_001278535, exon 1 of 2)	exon (NM_001278535, exon 1 of 2)	309	NM_001127695	5476	Hs.609336	NM_000308	ENSG00000064601	CTSA	GLB2|GSL|NGBE|PPCA|PPGB	cathepsin A	protein-coding
628	chr11	537103	537471	+	0	NA	promoter-TSS (NM_198075)	promoter-TSS (NM_198075)	-235	NM_198075	115399	Hs.567655	NM_198075	ENSG00000161328	LRRC56	CILD39	leucine rich repeat containing 56	protein-coding
2281	chr2	54557666	54557906	+	0	NA	promoter-TSS (NM_178313)	promoter-TSS (NM_178313)	-608	NM_178313	6711	Hs.503178	NM_003128	ENSG00000115306	SPTBN1	ELF|HEL102|SPTB2|betaSpII	spectrin beta, non-erythrocytic 1	protein-coding
2752	chr3	38346593	38346854	+	0	NA	promoter-TSS (NM_001349180)	promoter-TSS (NM_001349180)	-37	NM_001349178	9942	Hs.659985	NM_005108	ENSG00000093217	XYLB	-	xylulokinase	protein-coding
381	chr1	166875726	166876460	+	0	NA	intron (NM_053053, intron 1 of 7)	CpG	324	NM_053053	117143	Hs.435967	NM_053053	ENSG00000152382	TADA1	ADA1|HFI1|STAF42|TADA1L|hADA1	transcriptional adaptor 1	protein-coding
2948	chr4	16083713	16083850	+	0	NA	5' UTR (NM_001145847, exon 1 of 27)	5' UTR (NM_001145847, exon 1 of 27)	190	NM_001145847	8842	Hs.614734	NM_006017	ENSG00000007062	PROM1	AC133|CD133|CORD12|MCDR2|MSTP061|PROML1|RP41|STGD4	prominin 1	protein-coding
2534	chr20	52190974	52191155	+	0	NA	intron (NM_022088, intron 1 of 4)	intron (NM_022088, intron 1 of 4)	921	NM_199426	55734	Hs.473082	NM_018197	ENSG00000020256	ZFP64	ZNF338	ZFP64 zinc finger protein	protein-coding
1195	chr15	40928670	40928910	+	0	NA	promoter-TSS (NM_019074)	promoter-TSS (NM_019074)	-543	NM_019074	54567	Hs.511076	NM_019074	ENSG00000128917	DLL4	AOS6|delta4|hdelta2	delta like canonical Notch ligand 4	protein-coding
3808	chr8	144529338	144529460	+	0	NA	promoter-TSS (NM_001001795)	promoter-TSS (NM_001001795)	-325	NM_001001795	414919	Hs.105685	NM_001001795	ENSG00000213563	C8orf82	-	chromosome 8 open reading frame 82	protein-coding
2025	chr19	19776452	19776665	+	0	NA	promoter-TSS (NR_026956)	promoter-TSS (NR_026956)	-9	NM_001355194	7608		NM_001355194		ZNF56	ZNF742	zinc finger protein 56	protein-coding
3369	chr6	110875537	110876067	+	0	NA	intron (NM_001287216, intron 1 of 4)	CpG	1018	NM_001634	262	Hs.159118	NM_001634	ENSG00000123505	AMD1	ADOMETDC|AMD|SAMDC	adenosylmethionine decarboxylase 1	protein-coding
1737	chr17	77088550	77088858	+	0	NA	promoter-TSS (NR_003013)	promoter-TSS (NR_003013)	61	NM_001204408	6397	Hs.464184	NM_003003	ENSG00000129657	SEC14L1	PRELID4A|SEC14L	SEC14 like lipid binding 1	protein-coding
3866	chr9	37576348	37576533	+	0	NA	promoter-TSS (NM_012166)	promoter-TSS (NM_012166)	-187	NM_012166	26267	Hs.709527	NM_012166	ENSG00000147912	FBXO10	FBX10|PRMT11	F-box protein 10	protein-coding
3685	chr8	24956019	24956660	+	0	NA	exon (NM_006158, exon 1 of 4)	exon (NM_006158, exon 1 of 4)	530	NM_006158	4747	Hs.521461	NM_006158	ENSG00000277586	NEFL	CMT1F|CMT2E|CMTDIG|NF-L|NF68|NFL|PPP1R110	neurofilament light	protein-coding
1382	chr16	30775603	30775876	+	0	NA	3' UTR (NM_014771, exon 20 of 20)	3' UTR (NM_014771, exon 20 of 20)	11480	NM_001080417	23361	Hs.301094	NM_001080417	ENSG00000102870	ZNF629	ZNF|ZNF65	zinc finger protein 629	protein-coding
1041	chr13	29924064	29924340	+	0	NA	intron (NR_047501, intron 1 of 1)	intron (NR_047501, intron 1 of 1)	2449	NR_047501	100861573	Hs.585619	NR_047501	ENSG00000224405	LINC00572	-	long intergenic non-protein coding RNA 572	ncRNA
3857	chr9	35604366	35604395	+	0	NA	promoter-TSS (NM_001318230)	promoter-TSS (NM_001318230)	-904	NM_001318230	7016	Hs.708096	NM_006285	ENSG00000107140	TESK1	-	testis associated actin remodelling kinase 1	protein-coding
3537	chr7	87219570	87220490	+	0	NA	promoter-TSS (NM_024315)	promoter-TSS (NM_024315)	-32	NM_024315	79161	Hs.619593	NM_024315	ENSG00000135185	TMEM243	C7orf23|MM-TRAG|MMTRAG	transmembrane protein 243	protein-coding
1174	chr14	100214204	100214504	+	0	NA	Intergenic	CpG	-24411	NM_003403	7528	Hs.388927	NM_003403	ENSG00000100811	YY1	DELTA|GADEVS|INO80S|NF-E1|UCRBP|YIN-YANG-1	YY1 transcription factor	protein-coding
169	chr1	40980406	40980538	+	0	NA	intron (NR_125440, intron 1 of 17)	MIRc|SINE|MIR	1173	NR_125440	1503	Hs.473087	NM_001905	ENSG00000171793	CTPS1	CTPS|GATD5|IMD24	CTP synthase 1	protein-coding
1600	chr17	40108159	40108433	+	0	NA	Intergenic	Intergenic	-7571	NM_021724	9572	Hs.724	NM_021724	ENSG00000126368	NR1D1	EAR1|REVERBA|REVERBalpha|THRA1|THRAL|ear-1|hRev	nuclear receptor subfamily 1 group D member 1	protein-coding
704	chr11	62621972	62622372	+	0	NA	promoter-TSS (NR_109991)	promoter-TSS (NR_109991)	3	NM_001288722	26229	Hs.502759	NM_012200	ENSG00000149541	B3GAT3	GLCATI|JDSCD|glcUAT-I	beta-1,3-glucuronyltransferase 3	protein-coding
1984	chr19	15380324	15380524	+	0	NA	promoter-TSS (NM_005858)	promoter-TSS (NM_005858)	-623	NM_005858	10270	Hs.594496	NM_005858	ENSG00000105127	AKAP8	AKAP 95|AKAP-8|AKAP-95|AKAP95	A-kinase anchoring protein 8	protein-coding
3255	chr6	24774981	24775260	+	0	NA	promoter-TSS (NM_001251991)	promoter-TSS (NM_001251991)	189	NM_015895	51053	Hs.234896	NM_015895	ENSG00000112312	GMNN	Gem|MGORS6	geminin DNA replication inhibitor	protein-coding
223	chr1	63593443	63593711	+	0	NA	promoter-TSS (NM_001172819)	promoter-TSS (NM_001172819)	-232	NM_001172819	5236	Hs.1869	NM_002633	ENSG00000079739	PGM1	CDG1T|GSD14	phosphoglucomutase 1	protein-coding
1212	chr15	45402553	45403085	+	0	NA	promoter-TSS (NM_001321015)	promoter-TSS (NM_001321015)	498	NR_136648	79029	Hs.369657	NM_024063	ENSG00000171763	SPATA5L1	-	spermatogenesis associated 5 like 1	protein-coding
2036	chr19	32691676	32691944	+	0	NA	promoter-TSS (NM_001105570)	promoter-TSS (NM_001105570)	-151	NM_001105570	390916	Hs.203961	NM_001105570	ENSG00000213965	NUDT19	RP2	nudix hydrolase 19	protein-coding
2133	chr19	47113077	47113431	+	0	NA	intron (NM_015168, intron 1 of 14)	(GAGGCG)n|Simple_repeat|Simple_repeat	498	NM_015168	23211	Hs.104661	NM_015168	ENSG00000130749	ZC3H4	C19orf7	zinc finger CCCH-type containing 4	protein-coding
2487	chr20	23361693	23362083	+	0	NA	promoter-TSS (NM_022482)	promoter-TSS (NM_022482)	-244	NM_001317012	64412	Hs.709462	NM_022482	ENSG00000125812	GZF1	JLSM|ZBTB23|ZNF336	GDNF inducible zinc finger protein 1	protein-coding
147	chr1	39025944	39026898	+	0	NA	intron (NM_004552, intron 1 of 2)	intron (NM_004552, intron 1 of 2)	126	NM_001184979	4725	Hs.632385	NM_004552	ENSG00000168653	NDUFS5	CI-15k|CI15K	NADH:ubiquinone oxidoreductase subunit S5	protein-coding
3131	chr5	96807797	96807836	+	0	NA	intron (NM_001198541, intron 1 of 18)	CpG	373	NM_001349244	51752	Hs.666524	NM_016442	ENSG00000164307	ERAP1	A-LAP|ALAP|APPILS|ARTS-1|ARTS1|ERAAP|ERAAP1|PILS-AP|PILSAP	endoplasmic reticulum aminopeptidase 1	protein-coding
3240	chr6	13712060	13712265	+	0	NA	promoter-TSS (NM_005493)	promoter-TSS (NM_005493)	-598	NM_005493	10048	Hs.708182	NM_005493	ENSG00000010017	RANBP9	BPM-L|BPM90|RANBPM|RanBP7	RAN binding protein 9	protein-coding
2609	chr21	44802347	44802472	+	0	NA	promoter-TSS (NM_182688)	promoter-TSS (NM_182688)	168	NR_109928	101928689	Hs.116142	NR_109928		LINC01424	-	long intergenic non-protein coding RNA 1424	ncRNA
24	chr1	3796312	3796926	+	0	NA	promoter-TSS (NM_020710)	promoter-TSS (NM_020710)	-115	NM_020710	57470	Hs.268488	NM_020710	ENSG00000130764	LRRC47	-	leucine rich repeat containing 47	protein-coding
2818	chr3	124550493	124550722	+	0	NA	intron (NM_001024660, intron 33 of 59)	intron (NM_001024660, intron 33 of 59)	-34052	NM_001322993	8997	Hs.8004	NM_003947	ENSG00000160145	KALRN	ARHGEF24|CHD5|CHDS5|DUET|DUO|HAPIP|TRAD	kalirin RhoGEF kinase	protein-coding
3525	chr7	76358256	76358450	+	0	NA	intron (NM_012479, intron 1 of 1)	CpG	672	NM_012479	7532	Hs.744840	NM_012479	ENSG00000170027	YWHAG	14-3-3GAMMA|EIEE56|PPP1R170	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	protein-coding
841	chr12	32755707	32755712	+	0	NA	exon (NM_001040436, exon 1 of 5)	exon (NM_001040436, exon 1 of 5)	244	NM_001040436	51067	Hs.505231	NM_015936	ENSG00000139131	YARS2	CGI-04|MLASA2|MT-TYRRS|TYRRS	tyrosyl-tRNA synthetase 2	protein-coding
394	chr1	174999169	174999188	+	0	NA	promoter-TSS (NM_014412)	promoter-TSS (NM_014412)	-257	NM_001007214	27101	Hs.508524	NM_014412	ENSG00000116161	CACYBP	GIG5|PNAS-107|S100A6BP|SIP	calcyclin binding protein	protein-coding
3743	chr8	101205753	101206488	+	0	NA	promoter-TSS (NM_016096)	promoter-TSS (NM_016096)	-56	NM_001267709	51123	Hs.374485	NM_016096	ENSG00000120963	ZNF706	HSPC038|PNAS-106|PNAS-113	zinc finger protein 706	protein-coding
1939	chr19	10836514	10836724	+	0	NA	promoter-TSS (NR_104015)	promoter-TSS (NR_104015)	-312	NM_006858	11018	Hs.211463	NM_006858	ENSG00000099203	TMED1	IL1RL1LG|Il1rl1l|Tp24|p24g1	transmembrane p24 trafficking protein 1	protein-coding
2188	chr19	56121292	56121684	+	0	NA	promoter-TSS (NM_001351682)	promoter-TSS (NM_001351682)	-115	NM_001002836	126208	Hs.397153	NM_001002836	ENSG00000142409	ZNF787	TIP20	zinc finger protein 787	protein-coding
2930	chr4	1856011	1856838	+	0	NA	promoter-TSS (NM_012318)	promoter-TSS (NM_012318)	-177	NM_012318	3954	Hs.120165	NM_012318	ENSG00000168924	LETM1	SLC55A1	leucine zipper and EF-hand containing transmembrane protein 1	protein-coding
282	chr1	110407592	110407818	+	0	NA	promoter-TSS (NR_102697)	promoter-TSS (NR_102697)	-104	NR_102697	101410535	Hs.559121	NR_102697		LAMTOR5-AS1	-	LAMTOR5 antisense RNA 1	ncRNA
2741	chr3	15065125	15065314	+	0	NA	non-coding (NR_135246, exon 1 of 5)	non-coding (NR_135246, exon 1 of 5)	118	NR_135247	64432	Hs.657764	NM_022497	ENSG00000131368	MRPS25	MRP-S25|RPMS25	mitochondrial ribosomal protein S25	protein-coding
674	chr11	36258413	36258598	+	0	NA	Intergenic	L2a|LINE|L2	30944	NM_001307937	29099	Hs.99443	NM_014186	ENSG00000110442	COMMD9	C11orf55|HSPC166|LINC00610	COMM domain containing 9	protein-coding
1725	chr17	75827831	75828005	+	0	NA	3' UTR (NM_199242, exon 32 of 32)	3' UTR (NM_199242, exon 32 of 32)	16799	NM_199242	201294	Hs.41045	NM_199242	ENSG00000092929	UNC13D	FHL3|HLH3|HPLH3|Munc13-4	unc-13 homolog D	protein-coding
2486	chr20	23351036	23351262	+	0	NA	intron (NM_013248, intron 1 of 1)	CpG	413	NM_013248	29107	Hs.516933	NM_013248	ENSG00000132661	NXT1	MTR2|P15	nuclear transport factor 2 like export factor 1	protein-coding
2037	chr19	32692126	32692915	+	0	NA	exon (NM_001105570, exon 1 of 3)	exon (NM_001105570, exon 1 of 3)	559	NM_001105570	390916	Hs.203961	NM_001105570	ENSG00000213965	NUDT19	RP2	nudix hydrolase 19	protein-coding
3265	chr6	30557266	30557541	+	0	NA	exon (NM_025263, exon 1 of 4).4	exon (NM_025263, exon 1 of 4).4	191	NM_005275	2794	Hs.83147	NM_005275	ENSG00000204590	GNL1	HSR1	G protein nucleolar 1 (putative)	protein-coding
1543	chr17	28357570	28357752	+	0	NA	promoter-TSS (NM_015584)	promoter-TSS (NM_015584)	-72	NM_001290145	26073	Hs.241543	NM_015584	ENSG00000004142	POLDIP2	PDIP38|POLD4|p38	DNA polymerase delta interacting protein 2	protein-coding
2978	chr4	52862364	52862550	+	0	NA	5' UTR (NM_023940, exon 1 of 4)	5' UTR (NM_023940, exon 1 of 4)	129	NM_023940	65997	Hs.8035	NM_023940	ENSG00000128045	RASL11B	-	RAS like family 11 member B	protein-coding
589	chr10	100346886	100347117	+	0	NA	promoter-TSS (NM_005063)	promoter-TSS (NM_005063)	-14	NM_005063	6319	Hs.558396	NM_005063	ENSG00000099194	SCD	FADS5|MSTP008|SCD1|SCDOS|hSCD1	stearoyl-CoA desaturase	protein-coding
3536	chr7	87152580	87152897	+	0	NA	promoter-TSS (NR_136252)	promoter-TSS (NR_136252)	184	NM_021145	9988	Hs.196129	NM_021145	ENSG00000135164	DMTF1	DMP1|DMTF|MRUL|hDMP1	cyclin D binding myb like transcription factor 1	protein-coding
2323	chr2	75710551	75710921	+	0	NA	promoter-TSS (NM_001201334)	promoter-TSS (NM_001201334)	-130	NM_001201334	6936	Hs.303808	NM_003203	ENSG00000005436	GCFC2	C2orf3|DNABF|GCF|TCF9	GC-rich sequence DNA-binding factor 2	protein-coding
2642	chr22	20496483	20496662	+	0	NA	promoter-TSS (NR_033825)	promoter-TSS (NR_033825)	-689	NR_033825	84861	Hs.517419	NM_032775	ENSG00000099910	KLHL22	KELCHL	kelch like family member 22	protein-coding
3321	chr6	43771464	43771774	+	0	NA	promoter-TSS (NM_001287044)	promoter-TSS (NM_001287044)	-366	NM_001287044	7422	Hs.73793	NM_003376	ENSG00000112715	VEGFA	MVCD1|VEGF|VPF	vascular endothelial growth factor A	protein-coding
4043	chrX	153794408	153794727	+	0	NA	promoter-TSS (NM_004135)	promoter-TSS (NM_004135)	3	NM_006280	6748	Hs.409223	NM_006280	ENSG00000180879	SSR4	CDG1Y|TRAPD	signal sequence receptor subunit 4	protein-coding
1736	chr17	76737709	76737917	+	0	NA	promoter-TSS (NM_001195427)	promoter-TSS (NM_001195427)	312	NR_148236	79157	Hs.73965	NM_024311	ENSG00000092931	MFSD11	ET	major facilitator superfamily domain containing 11	protein-coding
3867	chr9	37591974	37592871	+	0	NA	exon (NM_001134484, exon 1 of 2)	exon (NM_001134484, exon 1 of 2)	217	NM_001134484	401505	Hs.130774	NM_001001790	ENSG00000175768	TOMM5	C9orf105|Tom5|bA613M10.3	translocase of outer mitochondrial membrane 5	protein-coding
3619	chr7	134316693	134317110	+	0	NA	5' UTR (NM_032826, exon 1 of 10)	5' UTR (NM_032826, exon 1 of 10)	174	NM_032826	84912	Hs.490181	NM_032826	ENSG00000205060	SLC35B4	YEA|YEA4	solute carrier family 35 member B4	protein-coding
957	chr12	110742742	110743262	+	0	NA	promoter-TSS (NM_002710)	promoter-TSS (NM_002710)	-24	NM_001244974	5501	Hs.79081	NM_002710	ENSG00000186298	PPP1CC	PP-1G|PP1C|PPP1G	protein phosphatase 1 catalytic subunit gamma	protein-coding
3856	chr9	35161954	35162527	+	0	NA	5' UTR (NM_006377, exon 1 of 39)	5' UTR (NM_006377, exon 1 of 39)	248	NM_006377	10497	Hs.493791	NM_006377	ENSG00000198722	UNC13B	MUNC13|UNC13|Unc13h2	unc-13 homolog B	protein-coding
3359	chr6	106325486	106325807	+	0	NA	promoter-TSS (NM_001286106)	promoter-TSS (NM_001286106)	174	NM_004849	9474	Hs.486063	NM_004849	ENSG00000057663	ATG5	APG5|APG5-LIKE|APG5L|ASP|SCAR25|hAPG5	autophagy related 5	protein-coding
2303	chr2	70301666	70301988	+	0	NA	exon (NM_001329753, exon 1 of 3)	exon (NM_001329753, exon 1 of 3)	218	NM_001329752	84908	Hs.516077	NM_032822	ENSG00000035141	FAM136A	-	family with sequence similarity 136 member A	protein-coding
2890	chr3	179562790	179563076	+	0	NA	promoter-TSS (NM_004301)	promoter-TSS (NM_004301)	53	NM_178042	86	Hs.435326	NM_004301	ENSG00000136518	ACTL6A	ACTL6|ARPN-BETA|Arp4|BAF53A|INO80K	actin like 6A	protein-coding
2762	chr3	47380875	47381634	+	0	NA	intron (NM_001304482, intron 1 of 23)	CpG	272	NM_001304482	25930	Hs.25524	NM_015466	ENSG00000076201	PTPN23	HD-PTP|HDPTP|PTP-TD14	protein tyrosine phosphatase non-receptor type 23	protein-coding
1580	chr17	37406421	37406807	+	0	NA	promoter-TSS (NM_001166105)	promoter-TSS (NM_001166105)	197	NM_198839	31	Hs.160556	NM_000664	ENSG00000278540	ACACA	ACAC|ACACAD|ACC|ACC1|ACCA	acetyl-CoA carboxylase alpha	protein-coding
1144	chr14	75176424	75176712	+	0	NA	promoter-TSS (NM_006827)	promoter-TSS (NM_006827)	78	NM_006827	10972	Hs.74137	NM_006827	ENSG00000170348	TMED10	P24(DELTA)|S31I125|S31III125|TMP21|Tmp-21-I|p23|p24d1	transmembrane p24 trafficking protein 10	protein-coding
3301	chr6	35732838	35732862	+	0	NA	intron (NR_027117, intron 4 of 9)	intron (NR_027117, intron 4 of 9)	4097	NR_027117	285847	Hs.407190	NR_027117		LOC285847	-	uncharacterized LOC285847	ncRNA
2589	chr21	39313597	39314401	+	0	NA	promoter-TSS (NM_033656)	promoter-TSS (NM_033656)	92	NR_111942	103091865	Hs.190548	NR_111942	ENSG00000255568	BRWD1-AS2	BRWD1-IT2|C21orf87|NCRNA00257	BRWD1 antisense RNA 2	ncRNA
1071	chr14	22956905	22957116	+	0	NA	promoter-TSS (NR_039856)	promoter-TSS (NR_039856)	19	NR_039856	100616424		NR_039856	ENSG00000284118	MIR4707	mir-4707	microRNA 4707	ncRNA
77	chr1	23344112	23344885	+	0	NA	promoter-TSS (NM_001297621)	promoter-TSS (NM_001297621)	-134	NM_001297620	10236	Hs.373763	NM_005826	ENSG00000125944	HNRNPR	HNRPR|hnRNP-R	heterogeneous nuclear ribonucleoprotein R	protein-coding
1396	chr16	46973485	46973937	+	0	NA	promoter-TSS (NM_005880)	promoter-TSS (NM_005880)	3	NM_005880	10294	Hs.368078	NM_005880	ENSG00000069345	DNAJA2	CPR3|DJ3|DJA2|DNAJ|DNJ3|HIRIP4|PRO3015|RDJ2	DnaJ heat shock protein family (Hsp40) member A2	protein-coding
3238	chr6	13574636	13575214	+	0	NA	intron (NM_012241, intron 1 of 9)	L2a|LINE|L2	298	NM_012241	23408	Hs.567431	NM_012241	ENSG00000124523	SIRT5	SIR2L5	sirtuin 5	protein-coding
1899	chr19	5977850	5978410	+	0	NA	promoter-TSS (NR_046376)	promoter-TSS (NR_046376)	179	NM_001300865	8498	Hs.531752	NM_003624	ENSG00000031823	RANBP3	-	RAN binding protein 3	protein-coding
