PeakID (cmd=annotatePeaks.pl /hpc/users/divagt01/watanabe/Divagar/ChIP_seq_files/consensus_peaks_files/unique_cmyc_peaks.bed hg38 -annStats unique_cmyc_peaks_stats.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2932	chr13	40181053	40181876	+	0	NA	promoter-TSS (NR_046870)	promoter-TSS (NR_046870)	-345	NR_046870	100874127	Hs.578028	NR_046870	ENSG00000230710	LINC00332	NCRNA00332	long intergenic non-protein coding RNA 332	ncRNA
9553	chr7	992921	993400	+	0	NA	Intergenic	Intergenic	9961	NM_017781	54905	Hs.272795	NM_017781	ENSG00000073067	CYP2W1	-	cytochrome P450 family 2 subfamily W member 1	protein-coding
9561	chr7	1473946	1474653	+	0	NA	exon (NM_001080453, exon 41 of 48)	exon (NM_001080453, exon 41 of 48)	-14826	NM_182924	79778	Hs.376617	NM_024723	ENSG00000164877	MICALL2	JRAB|MICAL-L2	MICAL like 2	protein-coding
7411	chr3	129359967	129360361	+	0	NA	Intergenic	Intergenic	37184	NR_002992	677797	Hs.711399	NR_002992	ENSG00000207088	SNORA7B	ACA7B	small nucleolar RNA, H/ACA box 7B	snoRNA
3365	chr14	56808392	56809088	+	0	NA	intron (NM_001270523, intron 2 of 4)	CpG	1736	NR_073034	5015	Hs.288655	NM_021728	ENSG00000165588	OTX2	CPHD6|MCOPS5	orthodenticle homeobox 2	protein-coding
5389	chr19	42095852	42096625	+	0	NA	exon (NM_001207026, exon 8 of 13)	exon (NM_001207026, exon 8 of 13)	20100	NM_022752	64763	Hs.13323	NM_022752	ENSG00000105732	ZNF574	FP972	zinc finger protein 574	protein-coding
8301	chr5	54310560	54311387	+	0	NA	promoter-TSS (NM_019087)	promoter-TSS (NM_019087)	-400	NM_019087	54622	Hs.659125	NM_019087	ENSG00000185305	ARL15	ARFRP2	ADP ribosylation factor like GTPase 15	protein-coding
9276	chr6	106069404	106069994	+	0	NA	Intergenic	Intergenic	-16621	NM_001198	639	Hs.436023	NM_001198	ENSG00000057657	PRDM1	BLIMP1|PRDI-BF1	PR/SET domain 1	protein-coding
231	chr1	26471987	26473546	+	0	NA	intron (NM_005517, intron 1 of 5)	CpG	355	NM_005517	3151	Hs.181163	NM_005517	ENSG00000198830	HMGN2	HMG17	high mobility group nucleosomal binding domain 2	protein-coding
6185	chr2	199336591	199336985	+	0	NA	intron (NM_001172517, intron 8 of 11)	intron (NM_001172517, intron 8 of 11)	121308	NM_001172509	23314	Hs.516617	NM_015265	ENSG00000119042	SATB2	GLSS	SATB homeobox 2	protein-coding
4019	chr16	53099682	53100142	+	0	NA	intron (NM_025134, intron 1 of 38)	intron (NM_025134, intron 1 of 38)	-30836	NM_001352127	80205	Hs.59159	NM_015287	ENSG00000177200	CHD9	AD013|CHD-9|CReMM|KISH2|PRIC320	chromodomain helicase DNA binding protein 9	protein-coding
297	chr1	35469127	35469668	+	0	NA	intron (NM_024874, intron 6 of 20)	L2c|LINE|L2	88039	NM_024874	79932	Hs.456507	NM_024874	ENSG00000142687	KIAA0319L	AAVR|AAVRL	KIAA0319 like	protein-coding
9667	chr7	26148481	26149190	+	0	NA	Intergenic	SVA_D|Retroposon|SVA	-3392	NM_004289	9603	Hs.404741	NM_004289	ENSG00000050344	NFE2L3	NRF3	nuclear factor, erythroid 2 like 3	protein-coding
5972	chr2	124754223	124754672	+	0	NA	intron (NM_130773, intron 14 of 23)	intron (NM_130773, intron 14 of 23)	729160	NM_130773	129684	Hs.660653	NM_130773	ENSG00000155052	CNTNAP5	caspr5	contactin associated protein like 5	protein-coding
5110	chr18	62526568	62526993	+	0	NA	intron (NR_126534, intron 1 of 14)	CpG	3355	NM_017742	54877	Hs.114191	NM_017742	ENSG00000141664	ZCCHC2	C18orf49	zinc finger CCHC-type containing 2	protein-coding
5312	chr19	30627875	30629188	+	0	NA	intron (NM_001352260, intron 4 of 5)	AluY|SINE|Alu	256138	NM_001352260	9745	Hs.378901	NM_014717	ENSG00000198597	ZNF536	-	zinc finger protein 536	protein-coding
9088	chr6	41660761	41661098	+	0	NA	Intergenic	THE1D|LTR|ERVL-MaLR	22472	NM_001300805	4188	Hs.520119	NM_005586	ENSG00000112559	MDFI	I-MF|I-mfa	MyoD family inhibitor	protein-coding
9032	chr6	34548840	34549412	+	0	NA	intron (NM_001252294, intron 1 of 4)	intron (NM_001252294, intron 1 of 4)	7207	NM_012391	25803	Hs.485158	NM_012391	ENSG00000124664	SPDEF	PDEF|bA375E1.3	SAM pointed domain containing ETS transcription factor	protein-coding
9803	chr7	48028036	48029195	+	0	NA	intron (NM_001030019, intron 1 of 9)	intron (NM_001030019, intron 1 of 9)	504	NM_152782	256979	Hs.406741	NM_152782	ENSG00000164744	SUN3	SUNC1	Sad1 and UNC84 domain containing 3	protein-coding
10644	chr8	101283359	101283698	+	0	NA	Intergenic	MIR|SINE|MIR	-77464	NM_001267709	51123	Hs.374485	NM_016096	ENSG00000120963	ZNF706	HSPC038|PNAS-106|PNAS-113	zinc finger protein 706	protein-coding
3331	chr14	55579862	55580184	+	0	NA	promoter-TSS (NR_073129)	promoter-TSS (NR_073129)	69	NR_027123	100129075	Hs.633724	NR_027123	ENSG00000186615	KTN1-AS1	C14orf33|MYCLo-3	KTN1 antisense RNA 1	ncRNA
3124	chr13	79137238	79137875	+	0	NA	Intergenic	MLT1A0|LTR|ERVL-MaLR	268665	NM_001286631	64062	Hs.558528	NM_018605	ENSG00000139746	RBM26	ARRS2|C13orf10|PPP1R132|PRO1777|SE70-2|ZC3H17	RNA binding motif protein 26	protein-coding
4082	chr16	73945707	73946545	+	0	NA	Intergenic	Intergenic	269395	NR_104657	101928035	Hs.39557	NR_104657	ENSG00000261404	LOC101928035	-	uncharacterized LOC101928035	ncRNA
2013	chr11	62890382	62891003	+	0	NA	Intergenic	AluY|SINE|Alu	8993	NR_037193	6520	Hs.502769	NM_002394	ENSG00000168003	SLC3A2	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	solute carrier family 3 member 2	protein-coding
4038	chr16	59038985	59039461	+	0	NA	Intergenic	Intergenic	-304866	NM_001286220	2806	Hs.599470	NM_002080	ENSG00000125166	GOT2	KAT4|KATIV|KYAT4|mitAAT	glutamic-oxaloacetic transaminase 2	protein-coding
9155	chr6	47034899	47035359	+	0	NA	intron (NM_153840, intron 1 of 14)	MamRTE1|LINE|RTE-BovB	7234	NM_153840	266977	Hs.733762	NM_025048	ENSG00000153292	ADGRF1	GPR110|KPG_012|PGR19|hGPCR36	adhesion G protein-coupled receptor F1	protein-coding
9927	chr7	97005112	97005748	+	0	NA	promoter-TSS (NM_005222)	promoter-TSS (NM_005222)	-548	NM_005222	1750	Hs.249196	NM_005222	ENSG00000006377	DLX6	-	distal-less homeobox 6	protein-coding
2189	chr11	118613937	118614296	+	0	NA	intron (NM_001144759, intron 2 of 20)	intron (NM_001144759, intron 2 of 20)	6525	NM_001144758	23187	Hs.504062	NM_015157	ENSG00000019144	PHLDB1	LL5A	pleckstrin homology like domain family B member 1	protein-coding
1689	chr10	101161879	101162718	+	0	NA	Intergenic	Intergenic	-14024	NR_120620	101927396	Hs.551648	NR_120620	ENSG00000237579	LINC01514	-	long intergenic non-protein coding RNA 1514	ncRNA
8824	chr6	4141430	4142175	+	0	NA	intron (NR_103764, intron 2 of 3)	intron (NR_103764, intron 2 of 3)	5730	NR_103764	100507506	Hs.665936	NR_103764	ENSG00000234817	LOC100507506	-	uncharacterized LOC100507506	ncRNA
5508	chr19	54102646	54103037	+	0	NA	promoter-TSS (NM_133169)	promoter-TSS (NM_133169)	-11	NM_004542	4696	Hs.198269	NM_004542	ENSG00000170906	NDUFA3	B9|CI-B9	NADH:ubiquinone oxidoreductase subunit A3	protein-coding
511	chr1	56396560	56397091	+	0	NA	Intergenic	MamRep605|LTR?|LTR?	-18138	NR_147163	105378744	Hs.183974	NR_147163	ENSG00000223956	LINC01767	-	long intergenic non-protein coding RNA 1767	ncRNA
4183	chr17	888937	889644	+	0	NA	intron (NM_022463, intron 1 of 7)	intron (NM_022463, intron 1 of 7)	-20342	NR_135633	101927727	Hs.666198	NR_135633	ENSG00000262003	LOC101927727	-	uncharacterized LOC101927727	ncRNA
2112	chr11	83934821	83935590	+	0	NA	intron (NM_001351275, intron 12 of 25)	intron (NM_001351275, intron 12 of 25)	-252780	NM_001142702	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
2970	chr13	44896780	44896993	+	0	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	-87256	NR_038433	144817	Hs.585616	NR_038433	ENSG00000235097	LINC00330	NCRNA00330	long intergenic non-protein coding RNA 330	ncRNA
4604	chr17	49677271	49678360	+	0	NA	intron (NM_001007226, intron 1 of 11)	CpG	348	NM_003563	8405	Hs.463382	NM_003563	ENSG00000121067	SPOP	BTBD32|TEF2	speckle type BTB/POZ protein	protein-coding
1612	chr10	74825482	74826187	+	0	NA	promoter-TSS (NM_001256468)	promoter-TSS (NM_001256468)	-579	NM_012330	23522	Hs.35758	NM_012330	ENSG00000156650	KAT6B	GTPTS|MORF|MOZ2|MYST4|ZC2HC6B|qkf|querkopf	lysine acetyltransferase 6B	protein-coding
2310	chr12	3752012	3753276	+	0	NA	intron (NM_001144958, intron 1 of 19)	MIR3|SINE|MIR	556	NM_032680	84766	Hs.504534	NM_032680	ENSG00000130038	CRACR2A	EFCAB4B	calcium release activated channel regulator 2A	protein-coding
2271	chr12	1804287	1804834	+	0	NA	intron (NM_172364, intron 29 of 37)	intron (NM_172364, intron 29 of 37)	-15707	NM_001039029	654429	Hs.585579	NM_001039029	ENSG00000166159	LRTM2	-	leucine rich repeats and transmembrane domains 2	protein-coding
9133	chr6	44300520	44300988	+	0	NA	intron (NM_020745, intron 21 of 21)	intron (NM_020745, intron 21 of 21)	-3033	NM_182539	202500	Hs.189183	NM_182539	ENSG00000146221	TCTE1	D6S46|DRC5|FAP155	t-complex-associated-testis-expressed 1	protein-coding
6058	chr2	157825561	157826148	+	0	NA	intron (NM_001347665, intron 1 of 11)	intron (NM_001347665, intron 1 of 11)	12424	NM_001347667	90	Hs.470316	NM_001105	ENSG00000115170	ACVR1	ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI	activin A receptor type 1	protein-coding
3795	chr15	90200472	90200923	+	0	NA	promoter-TSS (NM_001324032)	promoter-TSS (NM_001324032)	-633	NM_001324033	10509	Hs.474935	NM_020210	ENSG00000185033	SEMA4B	SEMAC|SemC	semaphorin 4B	protein-coding
10091	chr7	134547679	134548148	+	0	NA	Intergenic	HERVI-int|LTR|ERV1	-1184	NM_001080538	441282	Hs.729418	NM_001080538	ENSG00000227471	AKR1B15	AKR1B10L|AKR1B10L, AK1R1B7|AKR1R1B7	aldo-keto reductase family 1 member B15	protein-coding
4803	chr17	73030723	73031025	+	0	NA	intron (NM_001352693, intron 4 of 9)	intron (NM_001352693, intron 4 of 9)	61840	NM_001352691	201266	Hs.221127	NM_139177	ENSG00000133195	SLC39A11	C17orf26|ZIP-11|ZIP11	solute carrier family 39 member 11	protein-coding
4032	chr16	57741742	57742352	+	0	NA	intron (NM_005886, intron 3 of 19)	intron (NM_005886, intron 3 of 19)	6299	NM_005886	10300	Hs.275675	NM_005886	ENSG00000140854	KATNB1	KAT|LIS6	katanin regulatory subunit B1	protein-coding
4088	chr16	74830641	74831259	+	0	NA	Intergenic	Intergenic	-56119	NM_024306	79152	Hs.461329	NM_024306	ENSG00000103089	FA2H	FAAH|FAH1|FAXDC1|SCS7|SPG35	fatty acid 2-hydroxylase	protein-coding
8249	chr5	16902761	16903403	+	0	NA	intron (NM_012334, intron 1 of 40)	MIR|SINE|MIR	33194	NM_012334	4651	Hs.481720	NM_012334	ENSG00000145555	MYO10	-	myosin X	protein-coding
4667	chr17	57806253	57807855	+	0	NA	Intergenic	Intergenic	43018	NM_016070	51649	Hs.5836	NM_016070	ENSG00000181610	MRPS23	CGI-138|HSPC329|MRP-S23	mitochondrial ribosomal protein S23	protein-coding
3381	chr14	57980517	57980762	+	0	NA	Intergenic	Intergenic	-114765	NM_001352014	341880	Hs.28280	NM_001080455	ENSG00000151812	SLC35F4	C14orf36|c14_5373	solute carrier family 35 member F4	protein-coding
9038	chr6	35049983	35050294	+	0	NA	intron (NM_015245, intron 11 of 23)	intron (NM_015245, intron 11 of 23)	91272	NM_001261819	6954	Hs.435371	NM_018679	ENSG00000124678	TCP11	D6S230E|FPPR	t-complex 11	protein-coding
87	chr1	10250722	10251682	+	0	NA	intron (NM_183416, intron 2 of 20)	intron (NM_183416, intron 2 of 20)	23484	NR_036176								
6153	chr2	186182377	186182788	+	0	NA	Intergenic	AluSq2|SINE|Alu	-96265	NR_110218	101927217	Hs.130011	NR_110218	ENSG00000237877	LINC01473	-	long intergenic non-protein coding RNA 1473	ncRNA
9082	chr6	40587633	40588201	+	0	NA	promoter-TSS (NM_020737)	promoter-TSS (NM_020737)	-453	NM_020737	57497	Hs.250015	NM_020737	ENSG00000156564	LRFN2	FIGLER2|KIAA1246|SALM1	leucine rich repeat and fibronectin type III domain containing 2	protein-coding
7090	chr3	34898394	34898770	+	0	NA	intron (NR_110817, intron 2 of 3)	intron (NR_110817, intron 2 of 3)	495441	NR_110817	101928135	Hs.550715	NR_110817		LOC101928135	-	uncharacterized LOC101928135	ncRNA
11375	chrX	40156006	40156583	+	0	NA	intron (NM_001123383, intron 1 of 14)	CpG	21035	NM_001123383	54880	Hs.659681	NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
3717	chr15	74826283	74827369	+	0	NA	exon (NM_001030005, exon 1 of 3)	exon (NM_001030005, exon 1 of 3)	216	NM_001030005	594855	Hs.187694	NM_001030005	ENSG00000213578	CPLX3	CPX-III|CPXIII|Nbla11589	complexin 3	protein-coding
5318	chr19	33176696	33177597	+	0	NA	Intergenic	CpG	-17547	NM_002333	4037	Hs.515340	NM_002333	ENSG00000130881	LRP3	-	LDL receptor related protein 3	protein-coding
5045	chr18	35041139	35041960	+	0	NA	promoter-TSS (NR_046177)	promoter-TSS (NR_046177)	-101	NR_046177	10982	Hs.532824	NM_014268	ENSG00000166974	MAPRE2	CSCSC2|EB1|EB2|RP1	microtubule associated protein RP/EB family member 2	protein-coding
1750	chr10	116893173	116893540	+	0	NA	intron (NM_018330, intron 14 of 14)	intron (NM_018330, intron 14 of 14)	-43579	NM_001330164	259217	Hs.648448	NM_025015	ENSG00000165868	HSPA12A	-	heat shock protein family A (Hsp70) member 12A	protein-coding
10502	chr8	65030758	65031102	+	0	NA	Intergenic	MIRb|SINE|MIR	149410	NR_038901	552859	Hs.156997	NR_038901	ENSG00000280725	LINC00251	C8orf25|NCRNA00251	long intergenic non-protein coding RNA 251	ncRNA
5978	chr2	127220659	127221351	+	0	NA	Intergenic	Intergenic	-15238	NM_001001665	339761	Hs.407639	NM_001001665	ENSG00000186684	CYP27C1	-	cytochrome P450 family 27 subfamily C member 1	protein-coding
6161	chr2	190534344	190535179	+	0	NA	promoter-TSS (NM_001142645)	promoter-TSS (NM_001142645)	-19	NM_001142645	100131211	Hs.659824	NM_001142645	ENSG00000189362	NEMP2	TMEM194B	nuclear envelope integral membrane protein 2	protein-coding
2809	chr12	133129970	133130849	+	0	NA	promoter-TSS (NM_001277291)	promoter-TSS (NM_001277291)	64	NM_001277291	101060200	Hs.614816	NM_001277291	ENSG00000214029	ZNF891	-	zinc finger protein 891	protein-coding
6135	chr2	176731178	176731666	+	0	NA	Intergenic	Intergenic	93668	NR_110599	102724224	Hs.663125	NR_110599	ENSG00000224577	LINC01117	-	long intergenic non-protein coding RNA 1117	ncRNA
8623	chr5	146202970	146203432	+	0	NA	promoter-TSS (NM_018989)	promoter-TSS (NM_018989)	-399	NM_018989	54439	Hs.61441	NM_018989	ENSG00000091009	RBM27	ARRS1|Psc1|ZC3H18|ZC3H20	RNA binding motif protein 27	protein-coding
2500	chr12	41624570	41624901	+	0	NA	Intergenic	MLT1A0|LTR|ERVL-MaLR	-139454	NR_135041	101927038	Hs.98588	NR_135040	ENSG00000257784	LINC02400	-	long intergenic non-protein coding RNA 2400	ncRNA
5339	chr19	38035557	38036237	+	0	NA	intron (NM_015073, intron 2 of 21)	intron (NM_015073, intron 2 of 21)	-127199	NR_145800	109623473		NR_145800		SNORD152	-	small nucleolar RNA, C/D box 152	snoRNA
7763	chr4	13545039	13545563	+	0	NA	promoter-TSS (NM_001189)	promoter-TSS (NM_001189)	-811	NM_001189	579	Hs.590927	NM_001189	ENSG00000109705	NKX3-2	BAPX1|NKX3.2|NKX3B|SMMD	NK3 homeobox 2	protein-coding
1091	chr1	191870018	191870377	+	0	NA	Intergenic	MER52-int|LTR|ERV1	-288265	NM_130782	64407	Hs.440890	NM_130782	ENSG00000150681	RGS18	RGS13	regulator of G protein signaling 18	protein-coding
9019	chr6	33425597	33426037	+	0	NA	exon (NM_006772, exon 3 of 19)	exon (NM_006772, exon 3 of 19)	5747	NM_006772	8831	Hs.586264	NM_006772	ENSG00000197283	SYNGAP1	MRD5|RASA1|RASA5|SYNGAP	synaptic Ras GTPase activating protein 1	protein-coding
825	chr1	154982616	154983547	+	0	NA	promoter-TSS (NM_001184891)	promoter-TSS (NM_001184891)	-213	NM_001184892	80308	Hs.118666	NM_025207	ENSG00000160688	FLAD1	FAD1|FADS|LSMFLAD|PP591	flavin adenine dinucleotide synthetase 1	protein-coding
7751	chr4	8259884	8260213	+	0	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	-9717	NM_053044	94031	Hs.479119	NM_053044	ENSG00000170801	HTRA3	Prsp|Tasp	HtrA serine peptidase 3	protein-coding
4276	chr17	8138872	8139362	+	0	NA	Intergenic	Intergenic	5954	NR_106943	102465532		NR_106943	ENSG00000284117	MIR6883	hsa-mir-6883	microRNA 6883	ncRNA
12	chr1	1213250	1213713	+	0	NA	intron (NM_003327, intron 2 of 6)	intron (NM_003327, intron 2 of 6)	687	NM_003327	7293	Hs.129780	NM_003327	ENSG00000186827	TNFRSF4	ACT35|CD134|IMD16|OX40|TXGP1L	TNF receptor superfamily member 4	protein-coding
11468	chrX	104253557	104254197	+	0	NA	intron (NM_153448, intron 2 of 3)	MER96B|DNA|hAT-Tip100	1041	NM_153448	80712	Hs.223782	NM_153448	ENSG00000123576	ESX1	ESX1L|ESXR1	ESX homeobox 1	protein-coding
7393	chr3	127902460	127902898	+	0	NA	Intergenic	Intergenic	-20380	NM_207335	166348	Hs.132087	NM_207335	ENSG00000187715	KBTBD12	KLHDC6	kelch repeat and BTB domain containing 12	protein-coding
8951	chr6	27770975	27771417	+	0	NA	Intergenic	Intergenic	9452	NR_038929	100131289	Hs.200573	NR_038929		LOC100131289	-	uncharacterized LOC100131289	ncRNA
3594	chr15	41972143	41972969	+	0	NA	promoter-TSS (NR_120334)	promoter-TSS (NR_120334)	1	NM_139265	30844	Hs.143703	NM_139265	ENSG00000103966	EHD4	PAST4	EH domain containing 4	protein-coding
6052	chr2	152434369	152435153	+	0	NA	intron (NM_052905, intron 1 of 25)	intron (NM_052905, intron 1 of 25)	99524	NM_052905	114793	Hs.654630	NM_052905	ENSG00000157827	FMNL2	FHOD2	formin like 2	protein-coding
10540	chr8	74817603	74818056	+	0	NA	Intergenic	Intergenic	-6708	NM_015886	51050	Hs.98558	NM_015886	ENSG00000137558	PI15	CRISP8|P24TI|P25TI	peptidase inhibitor 15	protein-coding
9183	chr6	56660080	56660345	+	0	NA	intron (NM_001144770, intron 7 of 94)	L2|LINE|L2	-17316	NM_001723	667	Hs.604915	NM_001723	ENSG00000151914	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2	dystonin	protein-coding
8963	chr6	28633567	28633971	+	0	NA	Intergenic	Intergenic	-17592	NM_001329616	114821	Hs.176980	NM_052923	ENSG00000232040	ZBED9	Buster4|SCAND3|ZFP38-L|ZNF305P2|ZNF452|dJ1186N24.3	zinc finger BED-type containing 9	protein-coding
9604	chr7	6223427	6223832	+	0	NA	intron (NM_004227, intron 1 of 12)	SVA_A|Retroposon|SVA	48982	NM_004227	9265	Hs.487479	NM_004227	ENSG00000008256	CYTH3	ARNO3|GRP1|PSCD3|cytohesin-3	cytohesin 3	protein-coding
8250	chr5	16935828	16936766	+	0	NA	promoter-TSS (NM_012334)	promoter-TSS (NM_012334)	-21	NM_012334	4651	Hs.481720	NM_012334	ENSG00000145555	MYO10	-	myosin X	protein-coding
7147	chr3	49339631	49341098	+	0	NA	promoter-TSS (NM_001251877)	promoter-TSS (NM_001251877)	-261	NM_001251877	7375	Hs.77500	NM_003363	ENSG00000114316	USP4	UNP|Unph	ubiquitin specific peptidase 4	protein-coding
8511	chr5	126594995	126595526	+	0	NA	5' UTR (NM_001202404, exon 1 of 16)	5' UTR (NM_001202404, exon 1 of 16)	130	NM_001201377	501	Hs.483239	NM_001182	ENSG00000164904	ALDH7A1	ATQ1|EPD|PDE	aldehyde dehydrogenase 7 family member A1	protein-coding
1479	chr10	6244282	6244889	+	0	NA	Intergenic	Intergenic	41708	NM_001323017	5209	Hs.195471	NM_004566	ENSG00000170525	PFKFB3	IPFK2|PFK2|iPFK-2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein-coding
1618	chr10	78059546	78060707	+	0	NA	Intergenic	Intergenic	26366	NM_001026	6229	Hs.280130	NM_001026	ENSG00000138326	RPS24	DBA3|S24|eS24	ribosomal protein S24	protein-coding
6414	chr20	16224660	16225007	+	0	NA	Intergenic	Intergenic	-238951	NR_130924	613266	Hs.309149	NR_130924		LOC613266	-	uncharacterized LOC613266	ncRNA
250	chr1	27669289	27669839	+	0	NA	intron (NM_002038, intron 1 of 4)	intron (NM_002038, intron 1 of 4)	2649	NM_002038	2537	Hs.523847	NM_002038	ENSG00000126709	IFI6	6-16|FAM14C|G1P3|IFI-6-16|IFI616	interferon alpha inducible protein 6	protein-coding
10492	chr8	60909658	60910470	+	0	NA	Intergenic	CpG	57684	NR_034003	100130298	Hs.636194	NR_034003		LOC100130298	-	hCG1816373-like	ncRNA
1749	chr10	116278727	116278977	+	0	NA	Intergenic	LFSINE_Vert|SINE|tRNA	-5207	NM_001145453	2674	Hs.388347	NM_005264	ENSG00000151892	GFRA1	GDNFR|GDNFRA|GFR-ALPHA-1|RET1L|RETL1|TRNR1	GDNF family receptor alpha 1	protein-coding
2118	chr11	87037570	87037932	+	0	NA	promoter-TSS (NR_033149)	promoter-TSS (NR_033149)	-93	NR_033149	65084	Hs.188591	NM_022918	ENSG00000166575	TMEM135	PMP52	transmembrane protein 135	protein-coding
4133	chr16	85220097	85220535	+	0	NA	Intergenic	Intergenic	-62642	NR_038859	197196	Hs.679002	NM_153238	ENSG00000179219	LINC00311	NCRNA00311|TMEM148	long intergenic non-protein coding RNA 311	ncRNA
10074	chr7	131501923	131502628	+	0	NA	3' UTR (NM_005397, exon 8 of 8)	3' UTR (NM_005397, exon 8 of 8)	54342	NM_005397	5420	Hs.744213	NM_005397	ENSG00000128567	PODXL	Gp200|PC|PCLP|PCLP-1	podocalyxin like	protein-coding
175	chr1	21392535	21393340	+	0	NA	Intergenic	MER41-int|LTR|ERV1	-47153	NR_046176	84224	Hs.325422	NM_032264	ENSG00000142794	NBPF3	AE2	NBPF member 3	protein-coding
4927	chr17	80025243	80025589	+	0	NA	intron (NM_019020, intron 1 of 11)	intron (NM_019020, intron 1 of 11)	10442	NM_019020	125058	Hs.369819	NM_019020	ENSG00000167291	TBC1D16	-	TBC1 domain family member 16	protein-coding
709	chr1	111725170	111725983	+	0	NA	3' UTR (NM_019099, exon 2 of 2)	3' UTR (NM_019099, exon 2 of 2)	13848	NM_019099	55924	Hs.193406	NM_019099	ENSG00000197852	INKA2	C1orf183|FAM212B	inka box actin regulator 2	protein-coding
4155	chr16	86758892	86759751	+	0	NA	Intergenic	Intergenic	37230	NR_135182	102724344	Hs.585769	NR_135182	ENSG00000261175	LINC02188	-	long intergenic non-protein coding RNA 2188	ncRNA
5502	chr19	52691256	52692068	+	0	NA	Intergenic	MER67C|LTR|ERV1	-1081	NM_001277945	55769	Hs.467210	NM_018300	ENSG00000167766	ZNF83	HPF1|ZNF816B	zinc finger protein 83	protein-coding
79	chr1	9428875	9429236	+	0	NA	promoter-TSS (NR_104623)	promoter-TSS (NR_104623)	-59	NR_104622	100506022	Hs.131775	NR_104622	ENSG00000284693	LINC02606	-	long intergenic non-protein coding RNA 2606	ncRNA
10937	chr9	27999338	27999743	+	0	NA	intron (NM_001354574, intron 5 of 5)	intron (NM_001354574, intron 5 of 5)	-425674	NM_001256054	203228	Hs.493639	NM_018325	ENSG00000147894	C9orf72	ALSFTD|DENND9|DENNL72|FTDALS|FTDALS1	C9orf72-SMCR8 complex subunit	protein-coding
1639	chr10	87094134	87094954	+	0	NA	promoter-TSS (NM_001318902)	promoter-TSS (NM_001318902)	-457	NM_001318901	2746	Hs.500409	NM_005271	ENSG00000148672	GLUD1	GDH|GDH1|GLUD	glutamate dehydrogenase 1	protein-coding
2139	chr11	100633046	100633519	+	0	NA	Intergenic	Intergenic	-53958	NM_152432	143872	Hs.44004	NM_032021	ENSG00000165895	ARHGAP42	AD031|GRAF3|TMEM133	Rho GTPase activating protein 42	protein-coding
10413	chr8	38133760	38134325	+	0	NA	intron (NM_001261832, intron 13 of 14)	SVA_C|Retroposon|SVA	17040	NM_000349	6770	Hs.521535	NM_000349	ENSG00000147465	STAR	STARD1	steroidogenic acute regulatory protein	protein-coding
6805	chr21	44357385	44357781	+	0	NA	intron (NM_001320350, intron 2 of 32)	MER68B|LTR|ERVL	3982	NR_038257	7226	Hs.369759	NM_003307	ENSG00000142185	TRPM2	EREG1|KNP3|LTRPC2|LTrpC-2|NUDT9H|NUDT9L1|TRPC7	transient receptor potential cation channel subfamily M member 2	protein-coding
9861	chr7	77536376	77537094	+	0	NA	promoter-TSS (NM_002835)	promoter-TSS (NM_002835)	-721	NM_002835	5782	Hs.61812	NM_002835	ENSG00000127947	PTPN12	PTP-PEST|PTPG1	protein tyrosine phosphatase non-receptor type 12	protein-coding
10205	chr8	730966	731447	+	0	NA	promoter-TSS (NM_001303100)	promoter-TSS (NM_001303100)	33	NM_001303100	157697	Hs.655310	NM_207332	ENSG00000104714	ERICH1	HSPC319	glutamate rich 1	protein-coding
10670	chr8	109643832	109645155	+	0	NA	intron (NM_001317989, intron 1 of 1)	intron (NM_001317989, intron 1 of 1)	329	NM_001099755	55638	Hs.390738	NM_017786	ENSG00000147642	SYBU	GOLSYN|OCSYN|SNPHL	syntabulin	protein-coding
1482	chr10	7818022	7818480	+	0	NA	promoter-TSS (NM_031923)	promoter-TSS (NM_031923)	-253	NM_031923	83860	Hs.527688	NM_031923	ENSG00000165632	TAF3	TAF140|TAFII-140|TAFII140	TATA-box binding protein associated factor 3	protein-coding
6634	chr20	51962140	51962627	+	0	NA	Intergenic	Intergenic	-99470	NR_110016	101927678	Hs.683840	NR_110016	ENSG00000227964	LINC01429	-	long intergenic non-protein coding RNA 1429	ncRNA
1438	chr1	244047765	244048608	+	0	NA	promoter-TSS (NM_001278196)	promoter-TSS (NM_001278196)	-753	NM_001278196	10472	Hs.69997	NM_006352	ENSG00000179456	ZBTB18	C2H2-171|MRD22|RP58|TAZ-1|ZNF238	zinc finger and BTB domain containing 18	protein-coding
